OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
2383555,04092010037,AUBREY & PEEDIE'S GRILL,38 N Main ST ,,WENDELL,NC,27591,(919) 365-5528,1991/04/25 04:00:00+00,Restaurant,7564,-78.36945437,35.78246543,M
2383556,04092021204,Lowes Foods #207 Meats & Seafood,112 Bass Lake Rd ,,HOLLY SPRINGS,NC,27540,(919) 577-6971,2003/07/10 04:00:00+00,Food Stand,7571,-78.82480349,35.65381034,M
2383557,04092110082,Penny Road Elementary Cafeteria,10900 PENNY RD ,,CARY,NC,27518,(919) 387-2143,1991/09/16 04:00:00+00,Public School Lunchrooms,7600,-78.7974133,35.71747138,M
2383558,04092013910,Devils Ridge Golf Club,5107 Linksland Dr ,,HOLLY SPRINGS,NC,27540,(919) 557-6100,2003/10/10 04:00:00+00,Restaurant,7620,-78.80138378,35.65562891,M
2383559,04092013574,Taco Bell #1872,6404 GLENWOOD AVE ,,RALEIGH,NC,27612-2620,(919) 787-9805,2002/05/10 04:00:00+00,Restaurant,7630,-78.70522304,35.85868466,M
2383560,04092013876,Bass Lake Draft House,124 Bass Lake Rd ,,HOLLY SPRINGS,NC,27540,(919) 567-3251,2002/08/20 04:00:00+00,Restaurant,7638,-78.82480349,35.65381034,M
2383561,04092010189,North Raleigh Courtyard By Marriott,1041 WAKE TOWNE DR ,,RALEIGH,NC,27609-7850,(919) 821-3400,1991/04/29 04:00:00+00,Restaurant,7645,-78.62297533,35.82407619,M
2383562,04092013886,Wasabi,"107 Edinburgh South, St 135 ",,CARY,NC,27511,(919) 460-7980,2003/08/28 04:00:00+00,Restaurant,7641,-78.79910146,35.73756978,M
2383563,04092010658,Shortys,212 S White St,,WAKE FOREST,NC,27587,(919) 556-8026,1991/04/29 04:00:00+00,Restaurant,7648,-78.51009842,35.97768423,M
2383564,04092013636,Armadillo Grill,439 GLENWOOD AVE ,,RALEIGH,NC,27603-1219,(919) 546-0555,2002/07/16 04:00:00+00,Restaurant,7669,-78.6476584,35.78604393,M
2383565,04092021223,Food Lion #1358 Deli,1121 Falls River Ave ,,RALEIGH,NC,27614,(919) 847-1640,2003/09/29 04:00:00+00,Food Stand,7684,-78.58940896,35.90603425,M
2383566,04092021137,Lowes Foods #189 Produce ,3001 Widewaters Pky ,,KNIGHTDALE,NC,27545,(919) 217-9184,2002/08/28 04:00:00+00,Food Stand,7715,-78.50515596,35.79511678,M
2383567,04092013664,Magnolia Glen Senior Living,5301 CREEDMOOR RD ,,RALEIGH,NC,27612-6305,(919) 841-4747,2002/09/17 04:00:00+00,Restaurant,7720,-78.68244591,35.85410618,M
2383568,04092040137,A Taste of New York #1 (WCID #163),506 W Johnson  ST ,Plus Dueling Piano Bar 10pm-3am,RALEIGH,NC,27603,(919) 846-9863,2004/02/19 05:00:00+00,Pushcarts,7722,-78.6462565,35.78813562,M
2383569,04092110034,Oberlin Middle School Cafeteria,2816 OBERLIN RD ,,RALEIGH,NC,27608-1220,(919) 881-4860 ext. 23337,1991/09/16 04:00:00+00,Public School Lunchrooms,7762,-78.65663525,35.81366009,M
2383570,04092021264,Han-Dee Hugo's #90,3029 Western BLVD ,,RALEIGH,NC,27606,(919) 833-5062,2004/04/14 04:00:00+00,Food Stand,7781,-78.67875822,35.78167727,M
2383571,04092110146,Highcroft Elementary Cafeteria,5415 Highcroft Dr ,,CARY,NC,27519,(919) 460-3580,2004/07/12 04:00:00+00,Public School Lunchrooms,7804,-78.88408977,35.8007194,M
2383572,04092014078,Chuck E Cheese,3501-131 Capital Blv,,RALEIGH,NC,27604,(919) 850-9241,2004/06/24 04:00:00+00,Restaurant,7801,-78.58559583,35.82850307,M
2383573,04092014064,Holy Trinity Greek Orthodox Church Kitchen,5000 Lead Mine Rd ,,RALEIGH,NC,27612,(919) 781-4548,2004/06/02 04:00:00+00,Restaurant,7811,-78.67202741,35.84928971,M
2383574,04092110031,Hunter Elementary Cafeteria,1018 E DAVIE ST,,RALEIGH,NC,27601-1624,(919) 856-7676 ext. 21036,1991/10/16 04:00:00+00,Public School Lunchrooms,7818,-78.62330913,35.77426448,M
2383575,04092010989,Los Tres Magueyes,110 SW MAYNARD RD ,,CARY,NC,27511-4402,(919) 460-8757,1992/01/16 05:00:00+00,Restaurant,7859,-78.78312573,35.77217563,M
2383576,04092030119,Lonches San Luis (WCID #045),3800 New Bern AVE ,,RALEIGH,NC,27610,(919) 337-7949,2004/09/07 04:00:00+00,Mobile Food Units,7862,-78.57600249,35.79743532,M
2383577,04092021298,Super Target #1932 (Deli & Starbucks),1201 Beaver Creek Commons Dr ,,APEX,NC,27502,(919) 372-1405,2004/11/05 04:00:00+00,Food Stand,7868,-78.87777438,35.74487977,M
2383578,04092013798,Chili's Grill and Bar #867,115 Carillon Dr ,,GARNER,NC,27529,(919) 771-1700,2003/04/16 04:00:00+00,Restaurant,7874,-78.58321782,35.6933369,M
2383579,04092021288,Harris Teeter #43 Meat Market & Seafood,3638 Rogers Rd ,,WAKE FOREST,NC,27587,(919) 562-9521,2004/08/03 04:00:00+00,Food Stand,7879,-78.50482591,35.94464166,M
2383580,04092021291,WalMart #5292 Deli,4431 New Bern AVE ,,RALEIGH,NC,27610,(919) 212-6442,2004/08/24 04:00:00+00,Food Stand,7884,-78.56000685,35.80046419,M
2383581,04092014196,Buffalo Wild Wings # 113,148 Shenstone BLVD ,,GARNER,NC,27529,(919) 661-5238,2004/12/03 05:00:00+00,Restaurant,7903,-78.58054205,35.69110315,M
2383582,04092110009,Baucom Elem. Sch. Cafeteria,400 HUNTER ST ,,APEX,NC,27502-1320,(919) 387-2175,1991/09/17 04:00:00+00,Public School Lunchrooms,7908,-78.85424336,35.73741961,M
2383583,04092110012,Cary Senior High Cafeteria,638 WALNUT ST,,CARY,NC,27511-4224,(919) 460-3549 ext. 21834,1991/09/17 04:00:00+00,Public School Lunchrooms,7909,-78.76624925,35.7715075,M
2383584,04092021190,Harris Teeter #112 Deli,270 Grande Heights Dr ,,CARY,NC,27513,(919) 460-4326,2003/06/23 04:00:00+00,Food Stand,7918,-78.78057473,35.80470311,M
2383585,04092014233,Sheetz,1655 N Main Street,,FUQUAY VARINA,NC,27526,(919) 577-2215,2005/01/26 05:00:00+00,Restaurant,7942,-78.76014426,35.59694528,M
2383586,04092110076,Wendell Elem School Cafeteria,3355 WENDELL BLVD ,,WENDELL,NC,27591-7289,(919) 365-2660 ext. 22751,1991/10/28 04:00:00+00,Public School Lunchrooms,7948,-78.37227706,35.7854195,M
2383587,04092021198,Food Lion #572 Produce,8320-120 Litchford Rd ,,RALEIGH,NC,27615,(919) 790-8146,2003/06/30 04:00:00+00,Food Stand,7921,-78.6010328,35.89310541,M
2383588,04092013867,Chili's Grill And Bar #953,8341 Brier Creek Pky,,RALEIGH,NC,27617,(919) 405-7100,2003/07/25 04:00:00+00,Restaurant,7956,-78.78491152,35.90773733,M
2383589,04092014223,Manchesters Bar and Grill,9101-153 Leesville Road,,RALEIGH,NC,27613,(919) 676-3310,2005/01/07 05:00:00+00,Restaurant,7939,-78.7231695,35.89661733,M
2383590,04092110136,Fuquay Varina Middle Sch. Cafet.,109 N Ennis St ,,FUQUAY VARINA,NC,27526,(919) 557-2727 ext. 24113,1986/04/30 04:00:00+00,Public School Lunchrooms,7980,-78.79386952,35.58581803,M
2383591,04092014261,Sheetz #361,4801 Thorton RD,,RALEIGH,NC,27616,(919) 862-0904,2005/03/02 05:00:00+00,Restaurant,7977,-78.55822088,35.89881867,M
2383592,04092021215,Food Lion #2534 Meat Market/Seafood,13200 New Falls Of Neuse Rd,,RALEIGH,NC,27614,(919) 562-8912,2003/09/04 04:00:00+00,Food Stand,7987,-78.55981965,35.9407555,M
2383593,04092110062,Knightdale Elem. Sch. Cafeteria,109 RIDGE ST ,,KNIGHTDALE,NC,27545-8996,(919) 266-8540 ext. 21663,1991/10/16 04:00:00+00,Public School Lunchrooms,8000,-78.4779126,35.78387328,M
2383594,04092010975,Cup A Joe,3100 HILLSBOROUGH ST,,RALEIGH,NC,27607-5437,(919) 828-9665,1991/10/23 04:00:00+00,Restaurant,8005,-78.67755439,35.7900473,M
2383595,04092040128,A Taste of New York #6 (WCID #127),410 Glenwood AVE ,,RALEIGH,NC,27603,(919) 846-9863,2003/09/30 04:00:00+00,Pushcarts,8021,-78.64672862,35.78564805,M
2383596,04092013938,Quiznos Sub # 91,6605 Falls Of Neuse Rd ,,RALEIGH,NC,27615,(919) 676-1909,2003/11/13 05:00:00+00,Restaurant,8061,-78.62444941,35.87396756,M
2383597,04092014269,Subway,1326 N Main ST ,,FUQUAY VARINA,NC,27526,(919) 552-2609,2005/02/10 05:00:00+00,Restaurant,8063,-78.77764359,35.59047244,M
2383598,04092014271,Salvio's Pizzeria,2428 SW Cary Pkwy,,CARY ,NC,27513,(919) 467-4600,2005/03/07 05:00:00+00,Restaurant,8065,-78.82085718,35.76363975,M
2383599,04092020400,Capital Creations Pizza,1842 Wake Forest Rd ,,RALEIGH,NC,27606,(919) 836-8000,1992/02/19 05:00:00+00,Food Stand,8076,-78.62435652,35.80561704,M
2383600,04092010873,Koi Asian Grill and Sushi ,126 E Millbrook RD ,,RALEIGH,NC,27609,(919) 848-4663,1991/10/28 04:00:00+00,Restaurant,8090,-78.64059702,35.85499105,M
2383601,04092110015,Enloe High School Cafeteria,128 CLARENDON CRES ,,RALEIGH,NC,27610-2408,(919) 856-7918 ext. 24684,1991/10/28 04:00:00+00,Public School Lunchrooms,8092,-78.60333819,35.78424685,M
2383602,04092110077,Zebulon Elem. School Cafeteria,700 PROCTOR ST ,,ZEBULON,NC,27597-8726,(919) 404-3680 ext. 21213,1991/10/28 04:00:00+00,Public School Lunchrooms,8094,-78.31958692,35.83895372,M
2383603,04092013943,St. Raphael Hall Foodservice,5801 Falls Of Neuse Rd ,,RALEIGH,NC,27609,(919) 865-5705,2003/12/01 05:00:00+00,Restaurant,8101,-78.61925176,35.85949781,M
2383604,04092300004,Larry's Supermarket - Meat Market,2041 MILBURNIE RD ,,RALEIGH,NC,27610-2211,(919) 834-0152,1991/12/05 05:00:00+00,Meat Market,8176,-78.6129263,35.78878222,M
2383605,04092011070,OUTBACK STEAKHOUSE #3440,7500 CREEDMOOR RD ,,RALEIGH,NC,27613-1641,(919) 846-3848,1992/08/10 04:00:00+00,Restaurant,8197,-78.67924027,35.88823629,M
2383606,04092300220,Food Lion #2504 Meat Market ,1030-125 N Rogers Ln ,,RALEIGH,NC,27610,(919) 792-0321,2003/12/12 05:00:00+00,Meat Market,8132,-78.54967347,35.79198567,M
2383607,04092014031,China King,1861 Aversboro RD ,,GARNER,NC,27529,(919) 771-1141,2004/04/26 04:00:00+00,Restaurant,8211,-78.61583871,35.68506655,M
2383608,04092010870,Taylor's Convenience Store,10005 SIX FORKS RD ,,RALEIGH,NC,27615-1636,(919) 847-3069,1992/01/17 05:00:00+00,Restaurant,8265,-78.65047039,35.91579035,M
2383609,04092011062,Char-Grill,4617 Atlantic Ave,,RALEIGH,NC,27604-8103,(919) 954-9556,1992/03/10 04:00:00+00,Restaurant,8271,-78.60292943,35.84801871,M
2383610,04092014085,HOOTERS,1001 CLAREN CIR ,,MORRISVILLE,NC,27560,(919) 469-2900,2004/07/13 04:00:00+00,Restaurant,8300,-78.82295515,35.85640565,M
2383611,04092110147,Knightdale High School Cafeteria,100 Bryan Chalk Ln ,,KNIGHTDALE,NC,27545,(919) 217-5350 ext. 25130,2004/07/26 04:00:00+00,Public School Lunchrooms,8304,-78.47682077,35.81057804,T
2383612,04092014123,New Wangs Kitchen,712 Laura Duncan RD ,,APEX,NC,27502,(919) 363-8030,2004/08/27 04:00:00+00,Restaurant,8339,-78.84201223,35.73509961,M
2383613,04092014176,Los Cuates Mexican Restaurant,4524 Old Wake Forest RD ,,RALEIGH,NC,27609,(919) 872-6012,2004/11/12 05:00:00+00,Restaurant,8411,-78.6099575,35.84195384,M
2383614,04092014186,Waffle House,1412 N Main ST ,,FUQUAY VARINA,NC,27526,(919) 552-2187,2004/11/17 05:00:00+00,Restaurant,8413,-78.77205894,35.59255233,M
2383615,04092014155,Subway #30454,7850-100 Alexander Promenade PL ,,RALEIGH,NC,27617,(919) 608-0919,2004/10/12 04:00:00+00,Restaurant,8373,-78.7803264,35.91259169,M
2383616,04092016694,STARBUCKS #21218,5100 CAPITAL BLVD ,,RALEIGH,NC,27616,(919) 713-2135,2014/05/21 04:00:00+00,Restaurant,8459,-78.58044824,35.85561749,M
2383617,04092014259,Red Hot & Blue,6615 Falls of Neuse RD ,,RALEIGH,NC,27615,(919) 846-7427,2005/03/01 05:00:00+00,Restaurant,8491,-78.62444941,35.87396756,M
2383618,04092016338,HAMPTON INN & SUITES CRABTREE RALEIGH KITCHEN,3920 ARROW DR ,,RALEIGH,NC,27612,(919) 881-7080,2013/01/04 05:00:00+00,Restaurant,8495,-78.67285035,35.83620436,M
2383619,04092160089,Hilltop Home Kitchen,2820 Kidd  RD ,PO Box 46749,RALEIGH,NC,27610-6749,(919) 231-8315,2020/03/03 05:00:00+00,Institutional Food Service,8521,-78.5890506,35.7775139,M
2383620,04092016339,CHANELLO'S PIZZA OF GARNER,3608 BENSON RD ,,GARNER,NC,27529,(919) 771-1000,2013/01/07 05:00:00+00,Restaurant,8523,-78.61153932,35.63067345,M
2383621,04092011186,Kashin Restaurant,309 CROSSROADS BLVD ,,CARY,NC,27511-6894,(919) 851-7101,1992/11/25 05:00:00+00,Restaurant,8546,-78.73871452,35.76064286,M
2383622,04092018353,Japan XO,7811 MIDDLE POYNER DR,,RALEIGH,NC,27616,(919) 916-5150,2020/04/28 04:00:00+00,Restaurant,8599,-78.57108856,35.86546919,M
2383623,04092110516,ROGERS LANE ELEMENTARY SCHOOL,201 N ROGERS LN ,,RALEIGH,NC,27610,(919) 694-8670 ext. 26975,2017/06/01 04:00:00+00,Public School Lunchrooms,8600,-78.54771309,35.77787434,M
2383624,04092016120,PANERA BREAD #1641,4325 GLENWOOD AVE ,,RALEIGH,NC,27612-4532,(919) 785-9093,2012/03/27 04:00:00+00,Restaurant,8609,-78.68184484,35.84183815,T
2383625,04092021330,Lowes Foods #218 Meat ,8201 Rowlock WAY ,,RALEIGH,NC,27612,(919) 792-0304,2005/06/16 04:00:00+00,Food Stand,8621,-78.73779144,35.88567273,M
2383626,04092040163,PNC 105 PUSHCART (WCID #119),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300 ext. 5,2005/03/24 04:00:00+00,Pushcarts,8629,-78.7229363,35.8032419,M
2383627,04092110517,Green Level High School Cafeteria,7600 ROBERTS RD ,,CARY,NC,27519,(919) 694-8222 ext. 27984,2017/05/16 04:00:00+00,Public School Lunchrooms,8635,-78.89828034,35.77347438,M
2383628,04092025283,H Mart Thai Koon Nine,1961 HIGH HOUSE RD,,CARY,NC,27519,,2019/09/23 04:00:00+00,Restaurant,8636,-78.84865444,35.78921622,M
2383629,04092014346,CARRABBA'S ITALIAN GRILL #8412,1201 HADDON HALL DR ,,APEX,NC,27502,(919) 387-6336,2005/07/01 04:00:00+00,Restaurant,8656,-78.87101375,35.74215088,M
2383630,04092016125,PANERA BREAD #1649,7840 ALEXANDER PROMENADE PL ,Ste 100,RALEIGH,NC,27617,(919) 293-0900,2012/03/28 04:00:00+00,Restaurant,8671,-78.77695631,35.91424375,M
2383631,04092021339,Harris Teeter #104 Deli,4093 Davis DR ,,MORRISVILLE,NC,27560,(919) 380-0354,2005/08/05 04:00:00+00,Food Stand,8692,-78.85811603,35.8356265,M
2383632,04092014360,Circle K #6314,11700 New Leesville RD ,,RALEIGH,NC,27613,(919) 696-4308,2005/08/01 04:00:00+00,Restaurant,8691,-78.74118636,35.92072024,M
2383633,04092021348,Lowes Foods #224 Produce,8100 Brier Creek PKY ,,RALEIGH,NC,27616,(919) 293-0294,2005/08/15 04:00:00+00,Food Stand,8694,-78.78577668,35.91011447,M
2383634,04092021343,Lowes Foods #224 Beef Shop,8100 Brier Creek PKY ,,RALEIGH,NC,27616,(336) 659-0180,2005/08/15 04:00:00+00,Food Stand,8695,-78.78577668,35.91011447,M
2383635,04092110154,Ligon Middle School Cafeteria,706 E Lenoir ST ,,RALEIGH,NC,27601,(919) 856-7929 ext. 22160,2005/08/24 04:00:00+00,Public School Lunchrooms,8709,-78.62632211,35.77026486,M
2383636,04092014384,Azitra Indian Restaurant,8411 Brier Creek PKY ,,RALEIGH,NC,27617,(919) 484-3939,2005/09/12 04:00:00+00,Restaurant,8713,-78.78334742,35.90685073,M
2383637,04092011279,Ole Time Barbecue,6309 Hillsborough ST ,,RALEIGH,NC,27606-1148,(919) 859-2544,1993/05/11 04:00:00+00,Restaurant,8730,-78.73877091,35.78732806,M
2383638,04092050011,Ravenscroft School Dining,7409 FALLS OF NEUSE RD,,RALEIGH,NC,27615-5316,(919) 847-0900 ext. 2237,1993/11/10 05:00:00+00,Private School Lunchrooms,8742,-78.63135227,35.88450956,M
2383639,04092011309,Goodberry's Creamery,1407 Garner Station Blv,,RALEIGH,NC,27603,(919) 772-0205,1993/06/22 04:00:00+00,Restaurant,8733,-78.65163223,35.72484349,M
2383640,04092014372,Panda King,3626 Rogers RD ,,WAKE FOREST,NC,27587,(919) 554-9666,2005/08/24 04:00:00+00,Restaurant,8753,-78.50482591,35.94464166,M
2383641,04092011314,Revenue Bldg. Cafeteria,305 N Wilmington St ,,RALEIGH,NC,27601,,1993/07/15 04:00:00+00,Restaurant,8749,-78.63797158,35.78415378,M
2383642,04092110064,Combs Elementary Cafeteria,1600 LORIMER RD ,,RALEIGH,NC,27606-2626,(919) 233-4300 ext. 21008,1991/09/16 04:00:00+00,Public School Lunchrooms,8770,-78.70364826,35.77692739,M
2383643,04092110065,Athens Drive Sr. High Cafeteria,1420 ATHENS DR ,,RALEIGH,NC,27606-2427,(919) 233-4050 ext. 24891,1991/09/16 04:00:00+00,Public School Lunchrooms,8771,-78.71223403,35.76837413,M
2383644,04092014446,Carolina Ale House,7981 Skyland Ridge PKY ,,RALEIGH,NC,27606,(919) 957-4200,2005/12/02 05:00:00+00,Restaurant,8802,-78.78281819,35.91437536,M
2383645,04092014455,Pei Wei Asian Diner #108,10251 Little Brier Creek LN,,RALEIGH,NC,27617,(919) 484-4113,2005/12/01 05:00:00+00,Restaurant,8803,-78.78517004,35.91133497,M
2383646,04092016986,BIG ED'S NORTH,5009 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 747-9533,2015/07/16 04:00:00+00,Restaurant,8824,-78.61557526,35.84978294,M
2383647,04092014456,#1 CHINA,764 W Williams ST ,,APEX,NC,27502,(919) 362-6887,2005/12/27 05:00:00+00,Restaurant,8829,-78.86276064,35.73803218,M
2383648,04092014404,CHICK-FIL-A,1460 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 577-1030,2005/10/18 04:00:00+00,Restaurant,8789,-78.76924504,35.59378425,M
2383649,04092014458,Bojangles #36,8680 Glenwood AVE ,,RALEIGH,NC,27612,(919) 277-0600,2005/12/05 05:00:00+00,Restaurant,8830,-78.74320443,35.88674606,M
2383650,04092014461,Starbucks Coffee #9657,3608 Davis DR,,MORRISVILLE,NC,27560,(919) 460-1170,2005/12/01 05:00:00+00,Restaurant,8832,-78.84755942,35.82156249,M
2383651,04092021862,PAPA MURPHY'S NC046,3434 KILDAIRE FARMS RD ,SUITE 127,CARY,NC,27518,(919) 387-3500,2015/07/17 04:00:00+00,Food Stand,8837,-78.79563891,35.70595934,M
2383652,04092025182,Sbarro #1097,5959 Triangle Town BLVD ,,RALEIGH,NC,27616,(919) 299-9503,2018/05/25 04:00:00+00,Food Stand,8846,-78.57603863,35.86599856,M
2383653,04092040360,Chicago J Hot Dogs (WCID #638),10125 DIVISION DR ,,RALEIGH,NC,27603,(919) 986-1699,2018/06/04 04:00:00+00,Pushcarts,8848,-78.7114342,35.63398295,M
2383654,04092014497,MAGNOLIA KITCHEN,120 N Wingate ST,,WAKE FOREST,NC,27587,(919) 761-2170,2006/02/09 05:00:00+00,Restaurant,8853,-78.51237284,35.98136068,M
2383655,04092016307,CHILI'S #1534,1201 MARKET CENTER DR ,,MORRISVILLE,NC,27560,(919) 468-3290,2012/11/21 05:00:00+00,Restaurant,8860,-78.81676023,35.80454378,M
2383656,04092018424,Meat & Bite,2908 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(201) 709-8417,2020/08/24 04:00:00+00,Restaurant,8874,-78.67526404,35.78962141,M
2383657,04092017758,Dickey's Barbeque #1496,1102 Parkside Main ST ,,CARY,NC,27519,(919) 342-0212,2017/12/06 05:00:00+00,Restaurant,8889,-78.88929435,35.84836238,M
2383658,04092110036,Douglas Elem Sch Cafeteria,600 ORTEGA RD ,,RALEIGH,NC,27609-5957,(919) 881-4894,1991/09/17 04:00:00+00,Public School Lunchrooms,8899,-78.62924972,35.83993445,M
2383659,04092110033,Morrisville Elementary Cafeteria,1519 MORRISVILLE Pky,,MORRISVILLE,NC,27560-9376,(919) 460-3400 ext. 21783,1991/09/17 04:00:00+00,Public School Lunchrooms,8903,-78.84656817,35.81141189,M
2383660,04092110006,Adams Elementary Cafeteria,805 CARY TOWNE BLVD,,CARY,NC,27511-4255,(919) 460-3431,1991/09/17 04:00:00+00,Public School Lunchrooms,8904,-78.76166058,35.77739887,M
2383661,04092014979,Jasmin Mediterranean Bistro,2430 Hillsborough ST ,,RALEIGH,NC,27607,(919) 755-9991,2007/10/22 04:00:00+00,Restaurant,8921,-78.66782878,35.7879186,M
2383662,04092011394,McDonald's # 13334,6213 FALLS OF NEUSE RD ,,RALEIGH,NC,27609-3505,(919) 878-0085,1993/11/29 05:00:00+00,Restaurant,8931,-78.62123228,35.8674499,M
2383663,04092017746,Burger Fi,2052 RENAISSANCE PARK PL ,,CARY,NC,27513,(919) 659-8700,2017/11/29 05:00:00+00,Restaurant,8941,-78.77115656,35.82699882,M
2383664,04092018099,Layered Croissanterie,911 N WEST ST,107,RALEIGH,NC,27603-2576,(984) 200-1200,2019/05/15 04:00:00+00,Restaurant,8946,-78.64438198,35.79144303,M
2383665,04092030517,Coco Loco Taco Loco (wcid #807),2235 NEW HOPE CHURCH RD,Check Cash Business,RALEIGH,NC,27604-1600,(919) 291-1030,2021/01/29 05:00:00+00,Mobile Food Units,8967,-78.60014049,35.83523955,M
2383666,04092011428,NC Seafood Restaurant,1217 Farmers Market DR ,,RALEIGH,NC,27603,(919) 833-4661,1994/01/31 05:00:00+00,Restaurant,8961,-78.66407175,35.76385546,M
2383667,04092040394,Duke's Doggs,717 E MARTIN ST,199,RALEIGH,NC,27601-1991,(919) 669-3858,2021/09/14 04:00:00+00,Pushcarts,8969,-78.62694437,35.77678359,M
2383668,04092014704,Red Robin #571,1431 Beaver Creek Commons ,,APEX,NC,27502,(919) 363-8599,2006/10/09 04:00:00+00,Restaurant,8968,-78.8826304,35.7473372,M
2383669,04092040323,Traveling Dogs (WCID #495),2928 US 70  HWY E ,"LKQ Pick your part (Tu &amp; Thur 11-2pm )",CLAYTON ,NC,27520,(919) 345-4055,2014/08/26 04:00:00+00,Pushcarts,8973,-78.51828292,35.67387785,M
2383670,04092018836,Chic-fil-A,7740 FAYETTEVILLE RD,,RALEIGH,NC,27603,,2022/03/23 04:00:00+00,Restaurant,8974,-78.69716695,35.66773884,M
2383671,04092018789,Jubala Coffee,200 PARK AT NORTH HILLS ST,Suite 140,RALEIGH,NC,27609,,2022/01/24 05:00:00+00,Restaurant,8977,-78.63753353,35.83534865,M
2383672,04092017276,TASTE VIETNAMESE CUISINE,152 MORRISVILLE SQUARE WAY ,,MORRISVILLE,NC,27560,(919) 234-6385,2016/08/04 04:00:00+00,Restaurant,8978,-78.82897679,35.81951783,M
2383673,04092110083,West Lake Elem. Sch. Cafeteria,4500 W LAKE RD,,APEX,NC,27539-7655,(919) 662-2314,1991/08/21 04:00:00+00,Public School Lunchrooms,8989,-78.76185019,35.66034209,M
2383674,04092017866,DAIRY QUEEN #40925,1408 N MAIN ST ,,FUQUAY VARINA,NC,27526-8901,(919) 567-3738,2018/06/26 04:00:00+00,Restaurant,9002,-78.77235694,35.59259203,M
2383675,04092018813,SALT,107 Edinburgh South DR ,STE 129,CARY,NC,27511,(919) 234-1600,2022/03/04 05:00:00+00,Restaurant,9021,-78.79792507,35.7367619,M
2383676,04092040325,WICKED LINKS #1 (WCID #493),4601 CAPITAL BLVD,,RALEIGH,NC,27615,(919) 855-8548,2014/08/16 04:00:00+00,Pushcarts,9026,-78.58176392,35.84605672,M
2383677,04092040326,WICKED LINKS #2 (WCID #494),11800 GALAXY DRIVE,,WAKE FOREST,NC,27587,(919) 855-8548,2014/08/16 04:00:00+00,Pushcarts,9027,-78.53891541,35.96854995,M
2383678,04092018739,Castillo's Mexican Restaurant,3587 MAITLAND DR,,RALEIGH,NC,27610,(919) 615-0000,2021/11/22 05:00:00+00,Restaurant,9030,-78.58046526,35.79725239,M
2383679,04092014748,Jersey Mike's,701 N Main ST,,FUQUAY-VARINA,NC,27529,(919) 557-3000,2006/10/31 04:00:00+00,Restaurant,9031,-78.79264626,35.59174507,M
2383680,04092020610,Harris Teeter #26 Produce ,7400 CREEDMOOR RD,,RALEIGH,NC,27613-1639,(919) 848-1464,1994/05/25 04:00:00+00,Food Stand,9041,-78.67820041,35.88787167,M
2383681,04092021318,Harris Teeter #58 Produce,750 W Williams ST ,,APEX,NC,27502,(919) 362-3782,2005/04/13 04:00:00+00,Food Stand,9048,-78.86276064,35.73803218,M
2383682,04092014295,Chili's,1120 Beaver Creek Commons Drive ,,APEX,NC,27502,(919) 387-7701,2005/03/30 04:00:00+00,Restaurant,9049,-78.87450516,35.74628844,M
2383683,04092022022,Harris Teeter #304 Deli/Bakery,4221 Corners PKY ,,RALEIGH,NC,27616,(919) 596-5399,2017/07/13 04:00:00+00,Food Stand,9054,-78.78791806,35.91890974,M
2383684,04092021484,Food Lion #2638 Meat Market/Seafood,6209 Rock Quarry RD ,,RALEIGH,NC,27610,(919) 772-5894,2007/11/05 05:00:00+00,Food Stand,9058,-78.54796019,35.72312495,M
2383685,04092030450,EL SAZON DE HIDALGO (WCID #746),4211 Capital BLVD ,11am  to 9pm ,RALEIGH,NC,27604,(919) 523-9084,2019/11/08 05:00:00+00,Mobile Food Units,9059,-78.58203277,35.8384706,M
